commodity_name,state,district,market,min_price,max_price,modal_price,date
Bitter+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),19.0,52.0,39.1,2019-07-29
Soyabean,Madhya Pradesh,Shajapur,Nalkehda,33.76,35.91,35.5,2019-06-25
Ginger(Green),Madhya Pradesh,Ujjain,Ujjain(F&V),30.0,75.0,38.0,2019-06-22
Wheat,Madhya Pradesh,Shajapur,Agar,17.4,18.9,18.0,2019-06-26
Paddy(Dhan)(Common),Madhya Pradesh,Dindori,Gorakhpur,13.0,13.36,13.18,2019-08-22
Soyabean,Madhya Pradesh,Shivpuri,Shivpuri,34.15,36.51,35.21,2019-06-25
Wheat,Madhya Pradesh,Chhindwara,Chhindwara,18.42,19.99,19.09,2019-06-26
Wheat,Madhya Pradesh,Sagar,Jaisinagar,16.5,18.1,17.5,2019-06-26
Wheat,Madhya Pradesh,Shajapur,Kalapipal,16.5,18.65,17.5,2019-06-26
Wheat,Madhya Pradesh,Rajgarh,Khilchipur,17.49,17.88,17.6,2019-06-26
Wheat,Madhya Pradesh,Mandsaur,Mandsaur,17.08,19.93,18.3,2019-06-26
Bottle+gourd,Madhya Pradesh,Dhar,Rajgarh,10.0,22.0,20.0,2019-06-27
Wheat,Madhya Pradesh,Neemuch,Neemuch,16.0,20.8,18.85,2019-06-26
Bottle+gourd,Madhya Pradesh,Harda,Timarni,10.0,12.0,11.0,2019-06-27
Wheat,Madhya Pradesh,Dewas,Sonkatch,17.3,19.43,18.75,2019-06-26
Bottle+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),8.0,25.0,15.2,2019-06-27
Wheat,Madhya Pradesh,Ujjain,Ujjain,0.0,21.04,19.5,2019-06-26
Bottle+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),8.0,22.0,15.0,2019-07-02
Bottle+gourd,Madhya Pradesh,Khandwa,Khandwa(F&V),6.0,8.0,7.0,2019-07-03
Bottle+gourd,Madhya Pradesh,Shajapur,Nalkehda,17.0,19.0,18.0,2019-07-03
Linseed,Madhya Pradesh,Dindori,Gorakhpur,38.0,38.0,38.0,2019-07-03
Linseed,Madhya Pradesh,Satna,Satna,37.0,39.0,38.0,2019-07-03
Apple,Madhya Pradesh,Ujjain,Ujjain(F&V),35.0,45.0,38.18,2019-08-28
Brinjal,Madhya Pradesh,Indore,Indore(F&V),8.0,16.0,12.0,2019-07-09
Maize,Madhya Pradesh,Dindori,Gorakhpur,18.0,18.5,18.25,2019-07-03
Maize,Madhya Pradesh,Khargone,Khargone,20.2,20.56,20.4,2019-07-03
Garlic,Madhya Pradesh,Shajapur,Kalapipal,23.1,87.0,66.0,2019-07-09
Soyabean,Madhya Pradesh,Guna,Maksudangarh,20.8,36.6,34.9,2019-06-25
Tinda,Madhya Pradesh,Ujjain,Ujjain(F&V),19.0,30.0,25.1,2019-07-03
Brinjal,Madhya Pradesh,Dewas,Haatpipliya,10.0,13.0,12.0,2019-06-27
Brinjal,Madhya Pradesh,Harda,Harda(F&V),11.0,15.0,12.0,2019-06-27
Brinjal,Madhya Pradesh,Dhar,Rajgarh,10.0,17.0,16.0,2019-06-27
Brinjal,Madhya Pradesh,Harda,Timarni,25.0,30.0,27.5,2019-06-27
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),8.5,21.0,14.2,2019-06-27
Wheat,Madhya Pradesh,Shivpuri,Magroni,16.1,17.75,17.1,2019-07-21
Peas(Dry),Madhya Pradesh,Dindori,Gorakhpur,33.0,38.0,35.5,2019-08-22
Taramira,Madhya Pradesh,Mandsaur,Mandsaur,35.43,36.14,35.7,2019-06-25
Mustard,Madhya Pradesh,Shajapur,Agar,32.8,34.0,33.0,2019-06-27
Mustard,Madhya Pradesh,Guna,Aron,28.25,31.05,29.75,2019-06-27
Mustard,Madhya Pradesh,Betul,Betul,31.0,32.51,32.0,2019-06-27
Mustard,Madhya Pradesh,Mandsaur,Daloda,33.0,34.5,33.5,2019-06-27
Mustard,Madhya Pradesh,Khargone,Khargone,30.0,34.11,34.0,2019-06-27
Mustard,Madhya Pradesh,Rajgarh,Khilchipur,33.55,34.65,34.65,2019-06-27
Mustard,Madhya Pradesh,Rajgarh,Narsinghgarh,30.0,35.0,34.5,2019-06-27
Mustard,Madhya Pradesh,Sheopur,Sheopurkalan,33.55,36.53,36.26,2019-06-27
Mustard,Madhya Pradesh,Harda,Timarni,32.51,33.0,32.91,2019-06-27
Onion,Madhya Pradesh,Sehore,Ashta,6.0,14.5,8.0,2019-07-06
Onion,Madhya Pradesh,Rajgarh,Biaora,4.0,6.0,5.0,2019-07-06
Cabbage,Madhya Pradesh,Dhar,Dhamnod,10.0,12.0,11.0,2019-06-27
Cabbage,Madhya Pradesh,Dewas,Haatpipliya,11.0,14.0,13.0,2019-06-27
Cabbage,Madhya Pradesh,Harda,Harda(F&V),22.0,24.0,23.0,2019-06-27
Cabbage,Madhya Pradesh,Shajapur,Nalkehda,32.0,35.0,34.0,2019-06-27
Cabbage,Madhya Pradesh,Ujjain,Ujjain(F&V),8.5,25.0,12.22,2019-06-27
Apple,Madhya Pradesh,Ujjain,Ujjain(F&V),30.0,50.0,33.88,2019-08-20
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),8.5,23.0,11.25,2019-07-02
Lak(Teora),Madhya Pradesh,Rewa,Hanumana,31.0,33.0,32.0,2019-06-26
Tomato,Madhya Pradesh,Ujjain,Ujjain(F&V),12.0,25.0,15.6,2019-07-03
Capsicum,Madhya Pradesh,Ujjain,Ujjain(F&V),22.0,45.0,32.0,2019-06-27
Bottle+gourd,Madhya Pradesh,Badwani,Sendhwa,6.0,9.0,6.5,2019-07-21
Groundnut,Madhya Pradesh,Neemuch,Neemuch,38.63,53.6,50.0,2019-06-27
Mango+(Raw-Ripe),Madhya Pradesh,Harda,Harda(F&V),12.0,18.0,15.0,2019-07-03
Soyabean,Madhya Pradesh,Guna,Aron,18.0,36.75,30.0,2019-06-26
Soyabean,Madhya Pradesh,Dhar,Badnawar,23.0,36.6,35.9,2019-06-26
Soyabean,Madhya Pradesh,Shajapur,Badod,34.48,36.33,35.4,2019-06-26
Soyabean,Madhya Pradesh,Khargone,Badwaha,33.65,33.65,33.65,2019-06-26
Ginger(Green),Madhya Pradesh,Rajgarh,Biaora,65.0,85.0,75.0,2019-06-24
Soyabean,Madhya Pradesh,Betul,Betul,28.0,36.0,35.55,2019-06-26
Soyabean,Madhya Pradesh,Khargone,Bhikangaon,32.9,35.58,34.7,2019-06-26
Soyabean,Madhya Pradesh,Mandsaur,Daloda,35.0,36.75,36.0,2019-06-26
Soyabean,Madhya Pradesh,Dhar,Dhar,28.04,36.48,35.5,2019-06-26
Soyabean,Madhya Pradesh,Guna,Guna,34.0,41.7,37.1,2019-06-26
Onion,Madhya Pradesh,Sehore,Ashta,18.0,65.0,38.0,2019-07-03
Soyabean,Madhya Pradesh,Shajapur,Momanbadodiya,34.0,34.0,34.0,2019-06-26
Cabbage,Madhya Pradesh,Mandsaur,Mandsaur(F&V),7.0,9.0,8.0,2019-07-02
Soyabean,Madhya Pradesh,Mandsaur,Piplya,33.0,37.0,35.75,2019-06-26
Soyabean,Madhya Pradesh,Ratlam,Ratlam,30.5,37.66,35.25,2019-06-26
Soyabean,Madhya Pradesh,Indore,Sanwer,35.0,36.0,35.5,2019-06-26
Soyabean,Madhya Pradesh,Satna,Satna,31.0,31.0,31.0,2019-06-26
Soyabean,Madhya Pradesh,Sheopur,Sheopurbadod,34.41,34.68,34.41,2019-06-26
Soyabean,Madhya Pradesh,Sheopur,Sheopurkalan,36.12,36.47,36.25,2019-06-26
Soyabean,Madhya Pradesh,Shivpuri,Shivpuri,34.0,38.55,36.99,2019-06-26
Onion,Madhya Pradesh,Dhar,Dhar(F&V),7.0,10.0,9.0,2019-07-03
Spinach,Madhya Pradesh,Rajgarh,Biaora,10.0,10.5,10.2,2019-06-26
Lemon,Madhya Pradesh,Ujjain,Ujjain(F&V),18.0,45.0,25.2,2019-06-26
Onion,Madhya Pradesh,Dhar,Rajgarh,3.0,12.0,6.2,2019-07-03
Onion,Madhya Pradesh,Burhanpur,Burhanpur(F&V),3.0,12.0,9.0,2019-06-27
Onion,Madhya Pradesh,Rajgarh,Narsinghgarh,2.0,12.1,6.5,2019-06-27
Onion,Madhya Pradesh,Shajapur,Shajapur(F&V),2.0,12.5,6.5,2019-06-27
Garlic,Madhya Pradesh,Shajapur,Kalapipal,24.0,72.1,52.0,2019-07-01
Methi+Seeds,Madhya Pradesh,Mandsaur,Mandsaur,39.0,50.65,44.82,2019-06-29
Cluster+beans,Madhya Pradesh,Jhabua,Jhabua,6.0,8.0,7.0,2019-06-27
Methi+Seeds,Madhya Pradesh,Neemuch,Neemuch,38.41,63.0,45.0,2019-06-29
Tinda,Madhya Pradesh,Dhar,Kukshi,7.0,13.0,10.0,2019-06-25
Tinda,Madhya Pradesh,Narsinghpur,Gadarwada,15.0,20.0,17.5,2019-06-26
Wheat,Madhya Pradesh,Guna,Maksudangarh,17.38,18.8,17.9,2019-06-25
Mustard,Madhya Pradesh,Khargone,Khargone,33.51,33.51,33.51,2019-07-03
Mustard,Madhya Pradesh,Ashoknagar,Mungawali,20.9,34.95,32.4,2019-07-03
Mustard,Madhya Pradesh,Shajapur,Shajapur,32.46,32.46,32.46,2019-07-03
Tomato,Madhya Pradesh,Dhar,Dhamnod,12.0,17.0,15.0,2019-06-25
Tomato,Madhya Pradesh,Guna,Guna(F&V),2.5,3.5,3.0,2019-06-25
Tomato,Madhya Pradesh,Dewas,Haatpipliya,15.0,18.0,17.0,2019-06-25
Tomato,Madhya Pradesh,Morena,Morena(F&V),11.33,11.33,11.33,2019-06-25
Onion,Madhya Pradesh,Dhar,Dhamnod,7.0,13.0,10.0,2019-07-06
Onion,Madhya Pradesh,Khandwa,Khandwa(F&V),3.0,9.0,6.0,2019-07-06
Isabgul+(Psyllium),Madhya Pradesh,Neemuch,Neemuch,82.09,95.0,90.0,2019-06-27
Garlic,Madhya Pradesh,Dewas,Haatpipliya,17.0,20.0,19.0,2019-06-26
Garlic,Madhya Pradesh,Rajgarh,Narsinghgarh,25.0,70.0,45.0,2019-06-26
Colacasia,Madhya Pradesh,Sheopur,Syopurkalan(F&V),24.0,25.0,24.5,2019-06-30
Coriander(Leaves),Madhya Pradesh,Harda,Harda(F&V),20.0,30.0,25.0,2019-06-27
Coriander(Leaves),Madhya Pradesh,Ujjain,Ujjain(F&V),20.0,55.0,30.0,2019-06-27
Tomato,Madhya Pradesh,Rajgarh,Biaora,10.0,15.0,12.5,2019-06-26
Tomato,Madhya Pradesh,Narsinghpur,Gadarwada,15.0,30.0,22.5,2019-06-26
Green+Chilli,Madhya Pradesh,Harda,Harda(F&V),40.0,40.0,40.0,2019-06-24
Wheat,Madhya Pradesh,Rajgarh,Narsinghgarh,17.4,19.2,17.9,2019-06-25
Potato,Madhya Pradesh,Jabalpur,Jabalpur(F&V),6.3,11.7,8.0,2019-07-04
Chili+Red,Madhya Pradesh,Indore,Indore,17.0,17.0,17.0,2019-07-22
Guar,Madhya Pradesh,Harda,Harda(F&V),12.0,16.0,15.0,2019-06-24
Guar,Madhya Pradesh,Khandwa,Khandwa(F&V),8.0,12.0,10.0,2019-06-24
Brinjal,Madhya Pradesh,Dewas,Haatpipliya,5.0,7.0,6.0,2019-07-20
Groundnut,Madhya Pradesh,Neemuch,Neemuch,41.46,48.01,44.75,2019-07-10
Pumpkin,Madhya Pradesh,Jhabua,Jhabua,10.0,10.0,10.0,2019-07-19
Cucumbar(Kheera),Madhya Pradesh,Jhabua,Jhabua,5.0,9.0,7.5,2019-06-27
Apple,Madhya Pradesh,Harda,Harda(F&V),30.0,35.0,31.0,2019-07-08
Soyabean,Madhya Pradesh,Dhar,Dhamnod,34.9,35.45,35.35,2019-07-18
Soyabean,Madhya Pradesh,Ratlam,Sailana,35.86,36.26,36.06,2019-06-26
Methi+Seeds,Madhya Pradesh,Ratlam,Sailana,36.5,46.01,41.25,2019-06-27
Onion,Madhya Pradesh,Indore,Indore(F&V),4.0,15.0,11.0,2019-07-03
Onion,Madhya Pradesh,Shajapur,Shajapur(F&V),3.0,11.5,6.0,2019-07-03
Coriander(Leaves),Madhya Pradesh,Ujjain,Ujjain(F&V),20.0,55.0,38.4,2019-07-26
Wheat,Madhya Pradesh,Panna,Ajaygarh,17.4,18.4,17.5,2019-06-26
Wheat,Madhya Pradesh,Guna,Aron,17.2,22.9,19.55,2019-06-26
Wheat,Madhya Pradesh,Dhar,Badnawar,16.2,19.45,18.6,2019-06-26
Wheat,Madhya Pradesh,Shajapur,Badod,17.62,18.67,18.14,2019-06-26
Wheat,Madhya Pradesh,Khargone,Badwaha,18.43,18.64,18.52,2019-06-26
Wheat,Madhya Pradesh,Betul,Betul,18.0,19.01,18.53,2019-06-26
Wheat,Madhya Pradesh,Khargone,Bhikangaon,18.36,19.53,18.87,2019-06-26
Wheat,Madhya Pradesh,Mandsaur,Daloda,18.5,19.95,18.9,2019-06-26
Wheat,Madhya Pradesh,Dhar,Dhar,18.5,20.8,19.0,2019-06-26
Wheat,Madhya Pradesh,Guna,Guna,17.85,25.7,18.55,2019-06-26
Wheat,Madhya Pradesh,Mandsaur,Piplya,17.0,19.0,18.35,2019-06-26
Wheat,Madhya Pradesh,Ratlam,Ratlam,18.4,21.94,19.5,2019-06-26
Wheat,Madhya Pradesh,Indore,Sanwer,17.79,19.01,18.2,2019-06-26
Wheat,Madhya Pradesh,Satna,Satna,16.0,17.0,16.5,2019-06-26
Wheat,Madhya Pradesh,Badwani,Sendhwa,19.0,19.3,19.15,2019-06-26
Wheat,Madhya Pradesh,Sheopur,Sheopurbadod,17.55,17.76,17.71,2019-06-26
Wheat,Madhya Pradesh,Sheopur,Sheopurkalan,17.01,18.28,17.85,2019-06-26
Wheat,Madhya Pradesh,Shivpuri,Shivpuri,17.25,18.07,17.7,2019-06-26
Apple,Madhya Pradesh,Dhar,Dhar(F&V),26.0,26.0,26.0,2019-06-28
Potato,Madhya Pradesh,Dhar,Dhamnod,6.0,9.0,8.0,2019-06-27
Potato,Madhya Pradesh,Dewas,Haatpipliya,9.0,12.0,11.0,2019-06-27
Garlic,Madhya Pradesh,Dhar,Rajgarh,20.0,50.0,30.0,2019-06-27
Linseed,Madhya Pradesh,Neemuch,Neemuch,44.8,47.56,46.46,2019-06-27
Ginger(Green),Madhya Pradesh,Rajgarh,Narsinghgarh,78.0,80.0,79.0,2019-06-26
Kulthi(Horse+Gram),Madhya Pradesh,Mandsaur,Piplya,35.71,37.81,36.25,2019-06-25
Long+Melon(Kakri),Madhya Pradesh,Dhar,Dhamnod,8.0,11.0,9.5,2019-06-25
Methi+Seeds,Madhya Pradesh,Dhar,Badnawar,41.0,41.0,41.0,2019-06-24
Ginger(Dry),Madhya Pradesh,Jabalpur,Jabalpur(F&V),18.2,24.0,20.0,2019-06-27
Maize,Madhya Pradesh,Badwani,Badwani,19.5,19.5,19.5,2019-06-27
Mustard,Madhya Pradesh,Ratlam,Sailana,32.4,32.4,32.4,2019-06-27
Maize,Madhya Pradesh,Neemuch,Neemuch,20.19,21.42,21.4,2019-06-27
Sponge+gourd,Madhya Pradesh,Chhindwara,Chhindwara(F&V),15.5,16.0,15.8,2019-07-18
Ginger(Green),Madhya Pradesh,Ujjain,Ujjain(F&V),35.0,75.0,39.2,2019-06-27
Pumpkin,Madhya Pradesh,Harda,Harda(F&V),8.0,10.0,9.0,2019-06-27
Sponge+gourd,Madhya Pradesh,Dhar,Dhamnod,9.0,13.0,11.0,2019-07-18
Mustard,Madhya Pradesh,Sehore,Ashta,34.5,35.01,35.0,2019-06-24
Mustard,Madhya Pradesh,Shajapur,Nalkehda,32.4,34.8,33.75,2019-06-24
Peas(Dry),Madhya Pradesh,Damoh,Damoh,37.7,49.02,48.5,2019-06-27
Mango,Madhya Pradesh,Harda,Harda(F&V),18.0,20.0,19.0,2019-06-24
Brinjal,Madhya Pradesh,Dhar,Dhar(F&V),5.0,8.0,7.0,2019-07-01
Banana,Madhya Pradesh,Dhar,Dhar(F&V),14.5,14.5,14.5,2019-06-28
Green+Chilli,Madhya Pradesh,Rajgarh,Narsinghgarh,28.0,30.0,29.0,2019-06-26
Green+Chilli,Madhya Pradesh,Harda,Timarni,60.0,70.0,65.0,2019-06-27
Green+Chilli,Madhya Pradesh,Ujjain,Ujjain(F&V),25.0,60.0,39.0,2019-06-27
Cabbage,Madhya Pradesh,Ujjain,Ujjain(F&V),8.0,27.0,14.2,2019-07-02
Wheat,Madhya Pradesh,Chhindwara,Chaurai,18.5,19.05,18.9,2019-07-03
Wheat,Madhya Pradesh,Shajapur,Kalapipal,17.0,19.1,18.45,2019-07-03
Peas(Dry),Madhya Pradesh,Ashoknagar,Mungawali,35.85,36.8,36.25,2019-06-28
Peas(Dry),Madhya Pradesh,Ujjain,Ujjain,13.31,19.0,14.92,2019-06-28
Onion,Madhya Pradesh,Ratlam,Sailana,1.2,11.02,6.11,2019-06-27
Methi+Seeds,Madhya Pradesh,Neemuch,Neemuch,42.11,63.6,44.6,2019-06-27
Groundnut,Madhya Pradesh,Shivpuri,Shivpuri,39.55,52.0,47.05,2019-06-27
Potato,Madhya Pradesh,Burhanpur,Burhanpur(F&V),4.0,12.0,10.0,2019-06-27
Wheat,Madhya Pradesh,Morena,Ambaha,17.6,17.75,17.65,2019-06-26
Peas(Dry),Madhya Pradesh,Ratlam,Ratlam,16.51,19.51,19.0,2019-07-06
Wheat,Madhya Pradesh,Ratlam,Sailana,17.99,20.01,19.0,2019-06-26
Paddy(Dhan)(Common),Madhya Pradesh,Dindori,Gorakhpur,13.0,14.5,13.75,2019-07-03
Corriander+seed,Madhya Pradesh,Rajgarh,Biaora,44.0,74.0,56.4,2019-07-26
Maize,Madhya Pradesh,Mandsaur,Daloda,17.5,19.4,18.0,2019-06-25
Maize,Madhya Pradesh,Dhar,Dhamnod,20.26,20.26,20.26,2019-06-25
Maize,Madhya Pradesh,Mandsaur,Mandsaur,20.4,21.32,20.8,2019-06-25
Isabgul+(Psyllium),Madhya Pradesh,Neemuch,Neemuch,79.2,89.5,88.0,2019-07-10
Mustard,Madhya Pradesh,Neemuch,Neemuch,35.0,36.5,35.93,2019-06-27
Banana,Madhya Pradesh,Narsinghpur,Gadarwada,7.0,10.0,8.5,2019-07-08
Bitter+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),19.0,47.0,29.15,2019-06-28
Apple,Madhya Pradesh,Dhar,Dhar(F&V),22.0,34.0,28.0,2019-08-24
Mango,Madhya Pradesh,Harda,Harda(F&V),18.0,22.0,20.0,2019-06-25
Green+Chilli,Madhya Pradesh,Dhar,Dhamnod,15.0,25.0,22.0,2019-06-25
Green+Chilli,Madhya Pradesh,Rajgarh,Narsinghgarh,33.0,35.0,34.5,2019-06-25
Tomato,Madhya Pradesh,Jabalpur,Jabalpur(F&V),6.3,10.7,8.0,2019-06-24
Lak(Teora),Madhya Pradesh,Vidisha,Lateri,33.55,33.55,33.55,2019-06-27
Coriander(Leaves),Madhya Pradesh,Dhar,Rajgarh,35.0,50.0,40.0,2019-07-23
Mango+(Raw-Ripe),Madhya Pradesh,Harda,Harda(F&V),11.0,15.0,12.0,2019-06-25
Masur+Dal,Madhya Pradesh,Mandsaur,Daloda,36.5,38.1,37.0,2019-06-25
Methi+Seeds,Madhya Pradesh,Ujjain,Badnagar,42.6,48.0,46.0,2019-06-25
Methi+Seeds,Madhya Pradesh,Mandsaur,Mandsaur,40.1,50.41,44.5,2019-06-25
Methi+Seeds,Madhya Pradesh,Mandsaur,Piplya,38.91,42.91,41.0,2019-06-25
Coriander(Leaves),Madhya Pradesh,Ujjain,Ujjain(F&V),30.0,60.0,32.1,2019-07-05
Peas(Dry),Madhya Pradesh,Ujjain,Badnagar,15.5,16.01,15.61,2019-06-25
Capsicum,Madhya Pradesh,Ujjain,Ujjain(F&V),30.0,60.0,34.0,2019-07-02
Coriander(Leaves),Madhya Pradesh,Ujjain,Ujjain(F&V),20.0,50.0,29.0,2019-07-23
Bottle+gourd,Madhya Pradesh,Dhar,Dhamnod,8.0,12.0,10.0,2019-06-28
Mustard,Madhya Pradesh,Mandsaur,Mandsaur,32.6,35.47,34.05,2019-06-25
Mustard,Madhya Pradesh,Mandsaur,Piplya,34.41,35.3,35.0,2019-06-25
Mustard,Madhya Pradesh,Sheopur,Sheopurkalan,35.0,36.25,36.0,2019-06-25
Bottle+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),9.5,25.5,15.2,2019-06-28
Corriander+seed,Madhya Pradesh,Mandsaur,Mandsaur,28.0,61.0,49.5,2019-07-05
Maize,Madhya Pradesh,Chhindwara,Chaurai,19.75,20.25,19.75,2019-06-27
Wheat,Madhya Pradesh,Dindori,Gorakhpur,17.0,19.54,18.5,2019-08-22
Apple,Madhya Pradesh,Ujjain,Ujjain(F&V),30.0,50.0,38.02,2019-08-24
Peas(Dry),Madhya Pradesh,Ashoknagar,Mungawali,41.65,41.65,41.65,2019-07-03
Onion,Madhya Pradesh,Neemuch,Neemuch,2.0,9.55,5.5,2019-06-27
Wheat,Madhya Pradesh,Satna,Satna,14.0,18.0,16.0,2019-07-28
Mango,Madhya Pradesh,Dhar,Dhar(F&V),15.0,27.0,25.0,2019-06-27
Wheat,Madhya Pradesh,Gwalior,Dabra,18.3,20.25,19.15,2019-06-25
Corriander+seed,Madhya Pradesh,Mandsaur,Mandsaur,35.6,62.0,50.2,2019-07-23
Corriander+seed,Madhya Pradesh,Rajgarh,Narsinghgarh,46.0,67.0,58.0,2019-07-23
Corriander+seed,Madhya Pradesh,Sheopur,Sheopurkalan,50.45,58.9,57.99,2019-07-23
Pineapple,Madhya Pradesh,Harda,Harda(F&V),25.5,25.5,25.5,2019-07-03
Potato,Madhya Pradesh,Rajgarh,Biaora,9.0,10.5,9.5,2019-06-24
Mustard,Madhya Pradesh,Khargone,Badwaha,35.0,35.0,35.0,2019-07-07
Brinjal,Madhya Pradesh,Dewas,Dewas(F&V),8.0,20.0,13.0,2019-06-28
Brinjal,Madhya Pradesh,Dhar,Dhamnod,7.0,10.0,9.0,2019-06-28
Brinjal,Madhya Pradesh,Dewas,Haatpipliya,9.0,12.0,11.0,2019-06-28
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),8.5,20.0,12.11,2019-06-28
Banana+-+Green,Madhya Pradesh,Sheopur,Syopurkalan(F&V),15.0,16.0,15.5,2019-07-08
Soyabean,Madhya Pradesh,Shajapur,Agar,29.0,35.4,34.6,2019-07-04
Methi+Seeds,Madhya Pradesh,Dhar,Dhar(F&V),7.0,9.0,8.5,2019-06-27
Brinjal,Madhya Pradesh,Rajgarh,Biaora,9.0,10.5,10.0,2019-06-26
Soyabean,Madhya Pradesh,Guna,Aron,15.1,37.55,22.61,2019-07-04
Soyabean,Madhya Pradesh,Sehore,Ashta,26.51,36.86,35.8,2019-07-04
Soyabean,Madhya Pradesh,Ujjain,Badnagar,33.0,35.75,34.6,2019-07-04
Soyabean,Madhya Pradesh,Dhar,Dhar,32.0,32.0,32.0,2019-07-04
Soyabean,Madhya Pradesh,Dewas,Kannod,34.6,36.0,35.5,2019-07-04
Soyabean,Madhya Pradesh,Khandwa,Khandwa,29.71,36.16,35.7,2019-07-04
Soyabean,Madhya Pradesh,Guna,Maksudangarh,31.05,36.2,35.5,2019-07-04
Soyabean,Madhya Pradesh,Shajapur,Momanbadodiya,33.5,36.5,35.0,2019-07-04
Soyabean,Madhya Pradesh,Shajapur,Nalkehda,34.0,35.43,35.35,2019-07-04
Soyabean,Madhya Pradesh,Neemuch,Neemuch,24.0,36.31,34.7,2019-07-04
Soyabean,Madhya Pradesh,Ujjain,Ujjain,22.5,36.16,35.7,2019-07-04
Mustard,Madhya Pradesh,Vidisha,Lateri,33.0,33.0,33.0,2019-06-27
Mustard,Madhya Pradesh,Shivpuri,Shivpuri,34.15,35.0,35.0,2019-06-27
Maize,Madhya Pradesh,Chhindwara,Chaurai,20.3,20.3,20.3,2019-06-26
Capsicum,Madhya Pradesh,Ujjain,Ujjain(F&V),25.0,60.0,32.0,2019-07-01
Corriander+seed,Madhya Pradesh,Mandsaur,Mandsaur,45.0,67.0,56.0,2019-06-27
Corriander+seed,Madhya Pradesh,Mandsaur,Mandsaur,38.0,66.11,52.3,2019-06-24
Corriander+seed,Madhya Pradesh,Neemuch,Neemuch,34.01,70.51,62.0,2019-06-24
Corriander+seed,Madhya Pradesh,Sheopur,Sheopurkalan,55.0,59.95,56.15,2019-06-24
Onion,Madhya Pradesh,Sehore,Sehore,6.85,13.24,10.67,2019-07-07
Spinach,Madhya Pradesh,Rajgarh,Biaora,9.5,10.0,9.7,2019-07-04
Cucumbar(Kheera),Madhya Pradesh,Narsinghpur,Gadarwada,13.0,15.0,14.0,2019-07-05
Green+Chilli,Madhya Pradesh,Mandsaur,Mandsaur(F&V),11.0,13.0,12.0,2019-07-02
Green+Chilli,Madhya Pradesh,Dhar,Rajgarh,25.0,40.0,37.65,2019-07-02
Cabbage,Madhya Pradesh,Dhar,Dhamnod,9.0,13.0,11.0,2019-06-28
Cabbage,Madhya Pradesh,Dewas,Haatpipliya,8.0,12.0,10.0,2019-06-28
Cabbage,Madhya Pradesh,Ujjain,Ujjain(F&V),8.0,25.0,12.25,2019-06-28
Onion,Madhya Pradesh,Indore,Indore(F&V),1.0,14.0,7.0,2019-06-27
Bottle+gourd,Madhya Pradesh,Harda,Harda(F&V),6.0,7.5,7.0,2019-07-30
Soyabean,Madhya Pradesh,Shajapur,Agar,30.0,37.0,35.5,2019-06-27
Soyabean,Madhya Pradesh,Guna,Aron,18.0,37.0,32.0,2019-06-27
Soyabean,Madhya Pradesh,Shajapur,Badod,34.71,36.2,35.45,2019-06-27
Soyabean,Madhya Pradesh,Betul,Betul,29.76,35.81,35.5,2019-06-27
Soyabean,Madhya Pradesh,Damoh,Damoh,29.15,35.4,34.75,2019-06-27
Soyabean,Madhya Pradesh,Dhar,Dhar,28.1,36.36,35.5,2019-06-27
Capsicum,Madhya Pradesh,Ujjain,Ujjain(F&V),20.0,55.0,32.26,2019-06-28
Soyabean,Madhya Pradesh,Khargone,Khargone,34.2,35.0,34.79,2019-06-27
Soyabean,Madhya Pradesh,Rajgarh,Khilchipur,35.25,35.67,35.5,2019-06-27
Soyabean,Madhya Pradesh,Rajgarh,Narsinghgarh,35.0,36.65,35.5,2019-06-27
Soyabean,Madhya Pradesh,Indore,Sanwer,36.21,36.98,36.32,2019-06-27
Soyabean,Madhya Pradesh,Shajapur,Shajapur,33.15,36.33,35.7,2019-06-27
Soyabean,Madhya Pradesh,Rajgarh,Narsinghgarh,34.0,36.5,36.0,2019-06-25
Soyabean,Madhya Pradesh,Sheopur,Sheopurkalan,34.11,34.11,34.11,2019-06-27
Soyabean,Madhya Pradesh,Jhabua,Thandla,35.0,38.0,36.5,2019-06-27
Soyabean,Madhya Pradesh,Harda,Timarni,32.0,35.8,35.41,2019-06-27
Sponge+gourd,Madhya Pradesh,Dhar,Dhamnod,10.0,18.0,14.0,2019-06-25
Sponge+gourd,Madhya Pradesh,Dhar,Kukshi,13.0,19.0,16.0,2019-06-25
Coriander(Leaves),Madhya Pradesh,Dhar,Rajgarh,15.0,50.0,40.0,2019-06-26
Bottle+gourd,Madhya Pradesh,Jhabua,Jhabua,7.0,8.0,7.5,2019-07-30
Bottle+gourd,Madhya Pradesh,Khandwa,Khandwa(F&V),5.2,11.3,8.0,2019-07-30
Corriander+seed,Madhya Pradesh,Shajapur,Agar,45.75,65.0,57.5,2019-06-26
Corriander+seed,Madhya Pradesh,Rajgarh,Khilchipur,45.25,67.0,60.0,2019-06-26
