commodity_name,state,district,market,min_price,max_price,modal_price,date
Ajwan,Madhya Pradesh,Neemuch,Neemuch,80.0,132.0,95.0,2019-05-22
Alasande+Gram,Madhya Pradesh,Panna,Ajaygarh,41.0,46.2,42.0,2019-05-22
Amla(Nelli+Kai),Madhya Pradesh,Neemuch,Neemuch,124.0,124.0,124.0,2019-05-22
Apple,Madhya Pradesh,Harda,Harda(F&V),30.0,33.0,32.0,2019-05-22
Arhar+Dal(Tur+Dal),Madhya Pradesh,Sagar,Jaisinagar,36.0,38.0,37.0,2019-05-22
Banana,Madhya Pradesh,Burhanpur,Burhanpur(F&V),7.01,17.7,11.9,2019-05-22
Barley+(Jau),Madhya Pradesh,Panna,Ajaygarh,15.0,16.0,15.5,2019-05-22
Barley+(Jau),Madhya Pradesh,Chhatarpur,Chhatarpur,17.0,17.5,17.35,2019-05-22
Barley+(Jau),Madhya Pradesh,Neemuch,Neemuch,17.3,18.11,17.7,2019-05-22
Beetroot,Madhya Pradesh,Narsinghpur,Gadarwada,6.0,6.0,6.0,2019-05-22
Bitter+gourd,Madhya Pradesh,Chhindwara,Chhindwara(F&V),10.0,14.0,12.0,2019-05-22
Bitter+gourd,Madhya Pradesh,Narsinghpur,Gadarwada,20.0,20.0,20.0,2019-05-22
Bitter+gourd,Madhya Pradesh,Harda,Harda(F&V),7.0,9.0,8.0,2019-05-22
Bitter+gourd,Madhya Pradesh,Indore,Indore(F&V),10.0,20.0,15.0,2019-05-22
Bitter+gourd,Madhya Pradesh,Jhabua,Thandla,17.0,19.0,18.0,2019-05-22
Bitter+gourd,Madhya Pradesh,Harda,Timarni,10.0,10.0,10.0,2019-05-22
Bitter+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),15.0,38.0,25.17,2019-05-22
Bottle+gourd,Madhya Pradesh,Chhindwara,Chhindwara(F&V),7.0,9.0,8.0,2019-05-22
Bottle+gourd,Madhya Pradesh,Dhar,Dhamnod,7.0,10.0,8.5,2019-05-22
Bottle+gourd,Madhya Pradesh,Narsinghpur,Gadarwada,5.0,6.0,5.5,2019-05-22
Bottle+gourd,Madhya Pradesh,Harda,Harda(F&V),4.0,6.0,5.0,2019-05-22
Bottle+gourd,Madhya Pradesh,Indore,Indore(F&V),3.0,6.0,4.0,2019-05-22
Bottle+gourd,Madhya Pradesh,Khandwa,Khandwa(F&V),5.0,7.5,6.4,2019-05-22
Bottle+gourd,Madhya Pradesh,Dhar,Kukshi,4.0,6.0,5.0,2019-05-22
Bottle+gourd,Madhya Pradesh,Dhar,Rajgarh,8.0,12.0,10.0,2019-05-22
Bottle+gourd,Madhya Pradesh,Indore,Sanwer,9.5,10.5,10.0,2019-05-22
Bottle+gourd,Madhya Pradesh,Badwani,Sendhwa,6.0,9.0,7.5,2019-05-22
Bottle+gourd,Madhya Pradesh,Sheopur,Syopurkalan(F&V),5.0,6.0,5.5,2019-05-22
Bottle+gourd,Madhya Pradesh,Jhabua,Thandla,18.0,20.0,19.0,2019-05-22
Bottle+gourd,Madhya Pradesh,Harda,Timarni,3.0,5.0,4.0,2019-05-22
Bottle+gourd,Madhya Pradesh,Ujjain,Ujjain(F&V),7.0,16.5,12.75,2019-05-22
Brinjal,Madhya Pradesh,Rajgarh,Biaora,9.0,10.0,9.5,2019-05-22
Brinjal,Madhya Pradesh,Burhanpur,Burhanpur(F&V),9.0,16.0,13.0,2019-05-22
Brinjal,Madhya Pradesh,Chhindwara,Chhindwara(F&V),9.0,11.0,10.0,2019-05-22
Brinjal,Madhya Pradesh,Dewas,Dewas(F&V),7.0,17.0,11.0,2019-05-22
Brinjal,Madhya Pradesh,Dhar,Dhamnod,8.0,10.0,9.0,2019-05-22
Brinjal,Madhya Pradesh,Narsinghpur,Gadarwada,6.0,10.0,8.0,2019-05-22
Brinjal,Madhya Pradesh,Guna,Guna(F&V),3.0,5.0,3.5,2019-05-22
Brinjal,Madhya Pradesh,Dewas,Haatpipliya,10.0,15.0,12.0,2019-05-22
Brinjal,Madhya Pradesh,Harda,Harda(F&V),3.0,5.0,4.0,2019-05-22
Brinjal,Madhya Pradesh,Indore,Indore(F&V),4.0,8.0,6.0,2019-05-22
Brinjal,Madhya Pradesh,Jhabua,Jhabua,6.0,7.0,6.5,2019-05-22
Brinjal,Madhya Pradesh,Dhar,Kukshi,5.0,9.0,7.0,2019-05-22
Brinjal,Madhya Pradesh,Mandsaur,Mandsaur(F&V),4.0,6.0,5.0,2019-05-22
Brinjal,Madhya Pradesh,Shajapur,Nalkehda,17.0,20.0,18.5,2019-05-22
Brinjal,Madhya Pradesh,Dhar,Rajgarh,8.0,11.0,10.0,2019-05-22
Brinjal,Madhya Pradesh,Indore,Sanwer,9.5,10.0,9.75,2019-05-22
Brinjal,Madhya Pradesh,Badwani,Sendhwa,5.0,8.0,6.5,2019-05-22
Brinjal,Madhya Pradesh,Jhabua,Thandla,17.0,19.0,18.0,2019-05-22
Brinjal,Madhya Pradesh,Harda,Timarni,8.0,10.0,9.0,2019-05-22
Brinjal,Madhya Pradesh,Ujjain,Ujjain(F&V),6.5,22.0,13.8,2019-05-22
Cabbage,Madhya Pradesh,Rajgarh,Biaora,6.0,10.0,8.0,2019-05-22
Cabbage,Madhya Pradesh,Burhanpur,Burhanpur(F&V),8.0,15.0,12.0,2019-05-22
Cabbage,Madhya Pradesh,Chhindwara,Chhindwara(F&V),4.0,6.0,5.0,2019-05-22
Cabbage,Madhya Pradesh,Dhar,Dhamnod,10.0,15.0,12.0,2019-05-22
Cabbage,Madhya Pradesh,Dewas,Haatpipliya,10.0,15.0,12.0,2019-05-22
Cabbage,Madhya Pradesh,Indore,Indore(F&V),4.0,8.0,6.0,2019-05-22
Cabbage,Madhya Pradesh,Jhabua,Jhabua,7.0,8.0,7.5,2019-05-22
Cabbage,Madhya Pradesh,Khandwa,Khandwa(F&V),7.0,10.0,8.5,2019-05-22
Cabbage,Madhya Pradesh,Mandsaur,Mandsaur(F&V),8.0,10.0,9.0,2019-05-22
Cabbage,Madhya Pradesh,Shajapur,Nalkehda,28.0,30.0,29.0,2019-05-22
Cabbage,Madhya Pradesh,Badwani,Sendhwa,6.0,10.0,8.0,2019-05-22
Cabbage,Madhya Pradesh,Jhabua,Thandla,16.0,18.0,17.0,2019-05-22
Cabbage,Madhya Pradesh,Harda,Timarni,10.0,10.0,10.0,2019-05-22
Cabbage,Madhya Pradesh,Ujjain,Ujjain(F&V),8.5,17.0,13.5,2019-05-22
Capsicum,Madhya Pradesh,Chhindwara,Chhindwara(F&V),18.0,22.0,20.0,2019-05-22
Capsicum,Madhya Pradesh,Narsinghpur,Gadarwada,20.0,20.0,20.0,2019-05-22
Capsicum,Madhya Pradesh,Harda,Harda(F&V),11.0,13.0,12.0,2019-05-22
Capsicum,Madhya Pradesh,Indore,Indore(F&V),15.0,25.0,20.0,2019-05-22
Capsicum,Madhya Pradesh,Khandwa,Khandwa(F&V),10.0,13.5,11.3,2019-05-22
Capsicum,Madhya Pradesh,Ujjain,Ujjain(F&V),9.0,48.5,32.5,2019-05-22
Carrot,Madhya Pradesh,Chhindwara,Chhindwara(F&V),7.0,9.0,8.0,2019-05-22
Carrot,Madhya Pradesh,Narsinghpur,Gadarwada,20.0,20.0,20.0,2019-05-22
Cauliflower,Madhya Pradesh,Rajgarh,Biaora,7.0,9.0,8.0,2019-05-22
Cauliflower,Madhya Pradesh,Burhanpur,Burhanpur(F&V),8.0,15.0,12.0,2019-05-22
Cauliflower,Madhya Pradesh,Chhindwara,Chhindwara(F&V),7.0,9.0,8.0,2019-05-22
Cauliflower,Madhya Pradesh,Narsinghpur,Gadarwada,8.0,9.0,8.5,2019-05-22
Cauliflower,Madhya Pradesh,Dewas,Haatpipliya,8.0,15.0,10.0,2019-05-22
Cauliflower,Madhya Pradesh,Indore,Indore(F&V),10.0,30.0,20.0,2019-05-22
Cauliflower,Madhya Pradesh,Jhabua,Jhabua,13.0,15.0,14.0,2019-05-22
Cauliflower,Madhya Pradesh,Khandwa,Khandwa(F&V),7.0,10.0,9.0,2019-05-22
Cauliflower,Madhya Pradesh,Shajapur,Nalkehda,29.0,31.0,30.0,2019-05-22
Cauliflower,Madhya Pradesh,Badwani,Sendhwa,6.0,9.0,7.5,2019-05-22
Cauliflower,Madhya Pradesh,Jhabua,Thandla,18.0,20.0,19.0,2019-05-22
Chili+Red,Madhya Pradesh,Dindori,Dindori,90.0,90.0,90.0,2019-05-22
Colacasia,Madhya Pradesh,Khandwa,Khandwa(F&V),6.0,10.5,8.3,2019-05-22
Coriander(Leaves),Madhya Pradesh,Rajgarh,Biaora,35.0,50.0,42.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Dhar,Dhamnod,20.0,28.0,24.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Narsinghpur,Gadarwada,30.0,50.0,40.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Harda,Harda(F&V),18.0,21.0,20.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Indore,Indore(F&V),20.0,30.0,25.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Jhabua,Jhabua,20.0,22.0,21.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Khandwa,Khandwa(F&V),7.5,12.0,10.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Dhar,Kukshi,25.0,45.0,35.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Dhar,Rajgarh,8.0,15.0,10.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Indore,Sanwer,12.0,13.0,12.5,2019-05-22
Coriander(Leaves),Madhya Pradesh,Jhabua,Thandla,22.0,24.0,23.0,2019-05-22
Coriander(Leaves),Madhya Pradesh,Harda,Timarni,30.0,40.0,35.0,2019-05-22
Corriander+seed,Madhya Pradesh,Dindori,Dindori,72.0,72.0,72.0,2019-05-22
Corriander+seed,Madhya Pradesh,Mandsaur,Mandsaur,30.0,74.0,57.9,2019-05-22
Corriander+seed,Madhya Pradesh,Rajgarh,Narsinghgarh,32.0,70.0,43.0,2019-05-22
Corriander+seed,Madhya Pradesh,Neemuch,Neemuch,39.0,77.0,69.0,2019-05-22
Corriander+seed,Madhya Pradesh,Shajapur,Shajapur,60.0,60.0,60.0,2019-05-22
Cotton,Madhya Pradesh,Badwani,Khetia,60.5,61.2,60.8,2019-05-22
Cowpea(Veg),Madhya Pradesh,Narsinghpur,Gadarwada,10.0,15.0,12.5,2019-05-22
Cucumbar(Kheera),Madhya Pradesh,Chhindwara,Chhindwara(F&V),4.0,6.0,5.0,2019-05-22
Cucumbar(Kheera),Madhya Pradesh,Narsinghpur,Gadarwada,7.0,10.0,8.5,2019-05-22
Cucumbar(Kheera),Madhya Pradesh,Harda,Harda(F&V),3.0,5.0,4.0,2019-05-22
Cucumbar(Kheera),Madhya Pradesh,Indore,Indore(F&V),3.0,6.0,4.0,2019-05-22
Cucumbar(Kheera),Madhya Pradesh,Khandwa,Khandwa(F&V),5.0,10.0,7.0,2019-05-22
Cucumbar(Kheera),Madhya Pradesh,Dhar,Rajgarh,5.0,8.0,6.0,2019-05-22
Cummin+Seed(Jeera),Madhya Pradesh,Neemuch,Neemuch,106.0,159.0,150.0,2019-05-22
Garlic,Madhya Pradesh,Dewas,Dewas(F&V),15.0,30.0,25.0,2019-05-22
Garlic,Madhya Pradesh,Narsinghpur,Gadarwada,80.0,80.0,80.0,2019-05-22
Garlic,Madhya Pradesh,Harda,Harda(F&V),8.0,10.0,9.0,2019-05-22
Garlic,Madhya Pradesh,Shajapur,Kalapipal,24.5,54.0,45.6,2019-05-22
Garlic,Madhya Pradesh,Dhar,Kukshi,25.0,35.0,30.0,2019-05-22
Garlic,Madhya Pradesh,Mandsaur,Mandsaur,24.0,98.8,29.3,2019-05-22
Garlic,Madhya Pradesh,Rajgarh,Narsinghgarh,20.0,75.0,35.0,2019-05-22
Ginger(Dry),Madhya Pradesh,Burhanpur,Burhanpur(F&V),50.0,80.0,60.0,2019-05-22
Ginger(Green),Madhya Pradesh,Rajgarh,Biaora,50.0,60.0,55.0,2019-05-22
Ginger(Green),Madhya Pradesh,Rajgarh,Narsinghgarh,64.0,65.0,64.5,2019-05-22
Ginger(Green),Madhya Pradesh,Dhar,Rajgarh,40.0,50.0,45.0,2019-05-22
Ginger(Green),Madhya Pradesh,Ujjain,Ujjain(F&V),21.0,68.0,38.0,2019-05-22
Grapes,Madhya Pradesh,Harda,Harda(F&V),14.0,16.0,15.0,2019-05-22
Grapes,Madhya Pradesh,Ujjain,Ujjain(F&V),50.0,50.0,50.0,2019-05-22
Green+Chilli,Madhya Pradesh,Rajgarh,Biaora,30.0,40.0,35.0,2019-05-22
Green+Chilli,Madhya Pradesh,Burhanpur,Burhanpur(F&V),30.0,40.0,36.0,2019-05-22
Green+Chilli,Madhya Pradesh,Chhindwara,Chhindwara(F&V),38.0,42.0,40.0,2019-05-22
Green+Chilli,Madhya Pradesh,Dewas,Dewas(F&V),8.0,15.0,10.0,2019-05-22
Green+Chilli,Madhya Pradesh,Dhar,Dhamnod,16.0,25.0,22.0,2019-05-22
Green+Chilli,Madhya Pradesh,Narsinghpur,Gadarwada,30.0,50.0,42.5,2019-05-22
Green+Chilli,Madhya Pradesh,Dewas,Haatpipliya,12.0,25.0,20.0,2019-05-22
Green+Chilli,Madhya Pradesh,Harda,Harda(F&V),30.0,36.0,35.0,2019-05-22
Green+Chilli,Madhya Pradesh,Indore,Indore(F&V),15.0,30.0,25.0,2019-05-22
Green+Chilli,Madhya Pradesh,Khandwa,Khandwa(F&V),10.0,22.0,15.3,2019-05-22
Green+Chilli,Madhya Pradesh,Dhar,Kukshi,25.0,35.0,30.0,2019-05-22
Green+Chilli,Madhya Pradesh,Mandsaur,Mandsaur(F&V),17.0,19.0,18.0,2019-05-22
Green+Chilli,Madhya Pradesh,Shajapur,Nalkehda,41.0,45.0,43.0,2019-05-22
Green+Chilli,Madhya Pradesh,Rajgarh,Narsinghgarh,29.0,30.0,29.5,2019-05-22
Green+Chilli,Madhya Pradesh,Dhar,Rajgarh,38.0,42.0,40.0,2019-05-22
Green+Chilli,Madhya Pradesh,Indore,Sanwer,24.0,25.0,24.5,2019-05-22
Green+Chilli,Madhya Pradesh,Mandsaur,Shamgarh(F&V),8.2,8.8,8.6,2019-05-22
Green+Chilli,Madhya Pradesh,Jhabua,Thandla,26.0,28.0,27.0,2019-05-22
Green+Chilli,Madhya Pradesh,Harda,Timarni,45.0,50.0,47.5,2019-05-22
Green+Chilli,Madhya Pradesh,Ujjain,Ujjain(F&V),18.5,46.5,29.35,2019-05-22
Green+Peas,Madhya Pradesh,Dhar,Badnawar,13.0,19.95,17.8,2019-05-22
Groundnut,Madhya Pradesh,Neemuch,Neemuch,35.0,52.0,45.0,2019-05-22
Groundnut,Madhya Pradesh,Shivpuri,Shivpuri,38.0,39.0,39.0,2019-05-22
Guar,Madhya Pradesh,Chhindwara,Chhindwara(F&V),10.0,12.0,11.0,2019-05-22
Guar,Madhya Pradesh,Dhar,Dhamnod,10.0,17.0,15.0,2019-05-22
Guar,Madhya Pradesh,Indore,Indore(F&V),10.0,20.0,15.0,2019-05-22
Guar,Madhya Pradesh,Khandwa,Khandwa(F&V),6.0,8.0,7.5,2019-05-22
Guar,Madhya Pradesh,Dhar,Kukshi,13.0,15.0,14.0,2019-05-22
Isabgul+(Psyllium),Madhya Pradesh,Mandsaur,Daloda,79.0,85.0,84.0,2019-05-22
Isabgul+(Psyllium),Madhya Pradesh,Neemuch,Neemuch,66.0,98.0,90.0,2019-05-22
Jack+Fruit,Madhya Pradesh,Harda,Harda(F&V),14.0,16.0,15.0,2019-05-22
Jowar(Sorghum),Madhya Pradesh,Khargone,Khargone,18.51,19.5,19.0,2019-05-22
Karbuja(Musk+Melon),Madhya Pradesh,Chhindwara,Chhindwara(F&V),9.0,11.0,10.0,2019-05-22
Karbuja(Musk+Melon),Madhya Pradesh,Harda,Harda(F&V),8.0,10.0,9.0,2019-05-22
Karbuja(Musk+Melon),Madhya Pradesh,Sheopur,Syopurkalan(F&V),8.0,9.0,8.5,2019-05-22
Karbuja(Musk+Melon),Madhya Pradesh,Ujjain,Ujjain(F&V),5.0,14.0,7.1,2019-05-22
Lemon,Madhya Pradesh,Burhanpur,Burhanpur(F&V),30.0,50.0,40.0,2019-05-22
Lemon,Madhya Pradesh,Mandsaur,Mandsaur(F&V),22.0,25.0,23.0,2019-05-22
Lemon,Madhya Pradesh,Ujjain,Ujjain(F&V),19.0,46.0,29.35,2019-05-22
Linseed,Madhya Pradesh,Mandsaur,Daloda,44.0,46.5,45.0,2019-05-22
Linseed,Madhya Pradesh,Damoh,Damoh,47.5,50.5,49.55,2019-05-22
Linseed,Madhya Pradesh,Mandsaur,Mandsaur,45.0,48.0,46.7,2019-05-22
Linseed,Madhya Pradesh,Neemuch,Neemuch,42.0,48.52,47.0,2019-05-22
Mahua,Madhya Pradesh,Dindori,Dindori,22.0,22.0,22.0,2019-05-22
Maize,Madhya Pradesh,Khargone,Badwaha,18.0,19.3,18.7,2019-05-22
Maize,Madhya Pradesh,Khargone,Bhikangaon,19.48,21.82,21.11,2019-05-22
Maize,Madhya Pradesh,Chhindwara,Chhindwara,20.42,21.17,20.9,2019-05-22
Maize,Madhya Pradesh,Mandsaur,Daloda,17.0,19.0,18.0,2019-05-22
Maize,Madhya Pradesh,Khargone,Karhi,18.85,19.0,19.0,2019-05-22
Maize,Madhya Pradesh,Khandwa,Khandwa,18.75,19.4,19.01,2019-05-22
Maize,Madhya Pradesh,Khargone,Khargone,18.51,19.5,19.0,2019-05-22
Maize,Madhya Pradesh,Rajgarh,Khujner,20.05,21.0,20.5,2019-05-22
Maize,Madhya Pradesh,Mandsaur,Mandsaur,19.39,21.6,20.4,2019-05-22
Maize,Madhya Pradesh,Neemuch,Neemuch,19.0,20.71,20.0,2019-05-22
Maize,Madhya Pradesh,Ratlam,Ratlam,19.15,19.15,19.15,2019-05-22
Mango,Madhya Pradesh,Alirajpur,Alirajpur(F&V),15.0,20.0,18.0,2019-05-22
Mango,Madhya Pradesh,Narsinghpur,Gadarwada,20.0,20.0,20.0,2019-05-22
Mango,Madhya Pradesh,Harda,Harda(F&V),25.0,27.0,26.0,2019-05-22
Mango,Madhya Pradesh,Indore,Indore(F&V),10.0,45.0,30.0,2019-05-22
Mango,Madhya Pradesh,Ujjain,Ujjain(F&V),15.0,35.0,19.95,2019-05-22
Mango+(Raw-Ripe),Madhya Pradesh,Burhanpur,Burhanpur(F&V),40.0,40.0,40.0,2019-05-22
Mango+(Raw-Ripe),Madhya Pradesh,Harda,Harda(F&V),3.0,5.0,4.0,2019-05-22
Masur+Dal,Madhya Pradesh,Mandsaur,Daloda,40.0,41.8,41.0,2019-05-22
Methi+Seeds,Madhya Pradesh,Ujjain,Badnagar,48.5,48.5,48.5,2019-05-22
Methi+Seeds,Madhya Pradesh,Mandsaur,Daloda,45.0,55.0,48.0,2019-05-22
Methi+Seeds,Madhya Pradesh,Mandsaur,Mandsaur,39.0,50.0,44.5,2019-05-22
Methi+Seeds,Madhya Pradesh,Neemuch,Neemuch,31.02,58.5,46.5,2019-05-22
Methi+Seeds,Madhya Pradesh,Ratlam,Ratlam,52.0,52.0,52.0,2019-05-22
Methi(Leaves),Madhya Pradesh,Khandwa,Khandwa(F&V),5.5,7.5,6.4,2019-05-22
Methi(Leaves),Madhya Pradesh,Jhabua,Thandla,16.0,18.0,17.0,2019-05-22
Millets,Madhya Pradesh,Dindori,Dindori,27.5,27.5,27.5,2019-05-22
Mustard,Madhya Pradesh,Panna,Ajaygarh,32.0,42.0,33.0,2019-05-22
Mustard,Madhya Pradesh,Ujjain,Badnagar,30.21,35.71,32.9,2019-05-22
Mustard,Madhya Pradesh,Mandsaur,Daloda,34.0,36.0,35.0,2019-05-22
Mustard,Madhya Pradesh,Damoh,Damoh,31.0,34.45,32.95,2019-05-22
Mustard,Madhya Pradesh,Bhind,Gohad,34.85,37.05,36.45,2019-05-22
Mustard,Madhya Pradesh,Shajapur,Kalapipal,33.5,35.0,33.75,2019-05-22
Mustard,Madhya Pradesh,Mandsaur,Mandsaur,33.0,36.5,34.7,2019-05-22
Mustard,Madhya Pradesh,Shajapur,Momanbadodiya,42.0,42.0,42.0,2019-05-22
Mustard,Madhya Pradesh,Rajgarh,Narsinghgarh,31.0,33.5,32.5,2019-05-22
Mustard,Madhya Pradesh,Neemuch,Neemuch,33.7,36.71,35.0,2019-05-22
Mustard,Madhya Pradesh,Ratlam,Ratlam,33.4,33.4,33.4,2019-05-22
Mustard,Madhya Pradesh,Shajapur,Shajapur,31.0,34.4,31.99,2019-05-22
Mustard,Madhya Pradesh,Shivpuri,Shivpuri,33.05,35.99,35.0,2019-05-22
Mustard,Madhya Pradesh,Dewas,Sonkatch,33.2,35.6,34.1,2019-05-22
Mustard,Madhya Pradesh,Sheopur,Vijaypur,34.5,34.7,34.6,2019-05-22
Myrobolan(Harad),Madhya Pradesh,Dindori,Dindori,18.0,18.0,18.0,2019-05-22
Onion,Madhya Pradesh,Alirajpur,Alirajpur(F&V),8.0,10.0,9.0,2019-05-22
Onion,Madhya Pradesh,Rajgarh,Biaora,2.0,5.0,3.5,2019-05-22
Onion,Madhya Pradesh,Chhindwara,Chhindwara(F&V),7.0,9.0,8.0,2019-05-22
Onion,Madhya Pradesh,Dewas,Dewas(F&V),4.0,9.0,6.0,2019-05-22
Onion,Madhya Pradesh,Dhar,Dhamnod,3.05,7.0,5.25,2019-05-22
Onion,Madhya Pradesh,Narsinghpur,Gadarwada,5.0,7.0,6.0,2019-05-22
Onion,Madhya Pradesh,Dewas,Haatpipliya,5.0,10.0,8.0,2019-05-22
Onion,Madhya Pradesh,Harda,Harda(F&V),3.5,7.0,6.0,2019-05-22
Onion,Madhya Pradesh,Indore,Indore(F&V),3.0,10.0,7.0,2019-05-22
Onion,Madhya Pradesh,Jhabua,Jhabua,4.0,5.0,4.5,2019-05-22
Onion,Madhya Pradesh,Shajapur,Kalapipal,2.2,8.0,4.5,2019-05-22
Onion,Madhya Pradesh,Khandwa,Khandwa(F&V),2.5,5.5,4.0,2019-05-22
Onion,Madhya Pradesh,Dhar,Kukshi,4.0,8.0,6.0,2019-05-22
Onion,Madhya Pradesh,Mandsaur,Mandsaur,1.0,6.62,3.9,2019-05-22
Onion,Madhya Pradesh,Shajapur,Nalkehda,8.0,10.0,9.0,2019-05-22
Onion,Madhya Pradesh,Rajgarh,Narsinghgarh,2.0,8.5,5.0,2019-05-22
Onion,Madhya Pradesh,Neemuch,Neemuch,1.11,7.67,4.11,2019-05-22
Onion,Madhya Pradesh,Indore,Sanwer,5.5,6.5,6.0,2019-05-22
Onion,Madhya Pradesh,Jhabua,Thandla,8.0,9.0,8.5,2019-05-22
Onion,Madhya Pradesh,Harda,Timarni,8.0,8.0,8.0,2019-05-22
Orange,Madhya Pradesh,Guna,Guna(F&V),2.5,4.0,3.5,2019-05-22
Paddy(Dhan)(Common),Madhya Pradesh,Balaghat,Katangi,14.03,14.6,14.4,2019-05-22
Paddy(Dhan)(Common),Madhya Pradesh,Balaghat,Praswada,17.5,18.5,18.0,2019-05-22
Papaya,Madhya Pradesh,Burhanpur,Burhanpur(F&V),6.0,14.0,10.0,2019-05-22
Papaya,Madhya Pradesh,Guna,Guna(F&V),3.0,4.0,3.5,2019-05-22
Peas(Dry),Madhya Pradesh,Ujjain,Badnagar,14.7,20.15,17.6,2019-05-22
Peas(Dry),Madhya Pradesh,Damoh,Damoh,44.05,53.6,52.45,2019-05-22
Peas(Dry),Madhya Pradesh,Dindori,Dindori,36.5,37.0,36.75,2019-05-22
Peas(Dry),Madhya Pradesh,Dindori,Gorakhpur,36.0,36.68,36.34,2019-05-22
Peas(Dry),Madhya Pradesh,Ratlam,Ratlam,15.0,20.75,17.5,2019-05-22
Peas(Dry),Madhya Pradesh,Singroli,Singroli,30.0,30.0,30.0,2019-05-22
Pineapple,Madhya Pradesh,Harda,Harda(F&V),24.0,26.0,25.0,2019-05-22
Pomegranate,Madhya Pradesh,Narsinghpur,Gadarwada,35.0,35.0,35.0,2019-05-22
Pomegranate,Madhya Pradesh,Harda,Harda(F&V),14.0,16.0,15.0,2019-05-22
Pomegranate,Madhya Pradesh,Indore,Indore(F&V),15.0,50.0,35.0,2019-05-22
Potato,Madhya Pradesh,Rajgarh,Biaora,11.0,12.0,11.5,2019-05-22
Potato,Madhya Pradesh,Burhanpur,Burhanpur(F&V),8.0,12.0,10.0,2019-05-22
Potato,Madhya Pradesh,Chhindwara,Chhindwara(F&V),8.0,10.0,9.0,2019-05-22
Potato,Madhya Pradesh,Dewas,Dewas(F&V),3.0,10.0,7.0,2019-05-22
Potato,Madhya Pradesh,Dhar,Dhamnod,7.5,12.5,11.5,2019-05-22
Potato,Madhya Pradesh,Narsinghpur,Gadarwada,8.0,10.0,9.0,2019-05-22
Potato,Madhya Pradesh,Guna,Guna(F&V),2.5,4.0,3.0,2019-05-22
Potato,Madhya Pradesh,Dewas,Haatpipliya,10.0,15.0,12.0,2019-05-22
Potato,Madhya Pradesh,Harda,Harda(F&V),6.0,8.0,7.0,2019-05-22
Potato,Madhya Pradesh,Indore,Indore(F&V),4.0,13.0,9.0,2019-05-22
Potato,Madhya Pradesh,Khandwa,Khandwa(F&V),5.0,7.0,6.0,2019-05-22
Potato,Madhya Pradesh,Dhar,Kukshi,5.0,11.0,8.0,2019-05-22
Potato,Madhya Pradesh,Mandsaur,Mandsaur(F&V),11.0,13.0,12.0,2019-05-22
Potato,Madhya Pradesh,Shajapur,Nalkehda,28.0,32.0,30.0,2019-05-22
Potato,Madhya Pradesh,Rajgarh,Narsinghgarh,12.85,13.0,12.9,2019-05-22
Potato,Madhya Pradesh,Dhar,Rajgarh,5.0,10.0,8.0,2019-05-22
Potato,Madhya Pradesh,Indore,Sanwer,9.5,10.5,10.0,2019-05-22
Pumpkin,Madhya Pradesh,Chhindwara,Chhindwara(F&V),4.0,6.0,5.0,2019-05-22
Pumpkin,Madhya Pradesh,Indore,Indore(F&V),3.0,6.0,4.0,2019-05-22
Pumpkin,Madhya Pradesh,Khandwa,Khandwa(F&V),6.0,10.0,8.0,2019-05-22
Pumpkin,Madhya Pradesh,Sheopur,Syopurkalan(F&V),5.0,6.0,5.5,2019-05-22
Raddish,Madhya Pradesh,Narsinghpur,Gadarwada,5.0,5.0,5.0,2019-05-22
Ridgeguard(Tori),Madhya Pradesh,Harda,Harda(F&V),6.0,8.0,7.0,2019-05-22
Soyabean,Madhya Pradesh,Ujjain,Badnagar,33.75,38.04,37.45,2019-05-22
Soyabean,Madhya Pradesh,Dhar,Badnawar,29.85,38.35,37.8,2019-05-22
Soyabean,Madhya Pradesh,Shajapur,Berachha,35.85,36.0,35.95,2019-05-22
Soyabean,Madhya Pradesh,Khargone,Bhikangaon,34.01,36.89,36.68,2019-05-22
Soyabean,Madhya Pradesh,Chhatarpur,Chhatarpur,33.0,33.5,33.25,2019-05-22
Soyabean,Madhya Pradesh,Mandsaur,Daloda,36.0,37.9,37.0,2019-05-22
Soyabean,Madhya Pradesh,Shajapur,Kalapipal,35.0,38.0,36.5,2019-05-22
Soyabean,Madhya Pradesh,Khandwa,Khandwa,29.0,37.17,36.4,2019-05-22
Soyabean,Madhya Pradesh,Khargone,Khargone,34.75,34.75,34.75,2019-05-22
Soyabean,Madhya Pradesh,Rajgarh,Khujner,35.0,36.5,35.75,2019-05-22
Soyabean,Madhya Pradesh,Dewas,Loharda,35.99,35.99,35.99,2019-05-22
Soyabean,Madhya Pradesh,Mandsaur,Mandsaur,36.7,38.2,37.1,2019-05-22
Soyabean,Madhya Pradesh,Rajgarh,Narsinghgarh,35.0,37.0,36.0,2019-05-22
