Both Price And Arrival from 01-Jul-2023 To 31-Dec-2023 Total Arrival- 2295958.90,,,,,,,,,
State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date
Madhya Pradesh,Ratlam,A lot,Soyabeen,Oil Seeds,56.5,3857,4699,4299,30-Dec-23
Madhya Pradesh,Ratlam,A lot,Soyabeen,Oil Seeds,107.82,2808,4760,4700,29-Dec-23
Madhya Pradesh,Ratlam,A lot,Soyabeen,Oil Seeds,70.89,3551,4836,3900,28-Dec-23
Madhya Pradesh,Ratlam,A lot,Soyabeen,Oil Seeds,117.25,3802,4876,4876,27-Dec-23
Madhya Pradesh,Ratlam,A lot,Soyabeen,Oil Seeds,107.91,3685,4815,4511,26-Dec-23
Madhya Pradesh,Ratlam,A lot,Soyabeen,Oil Seeds,105.01,3000,4691,4000,22-Dec-23
Madhya Pradesh,Ratlam,A lot,Soyabeen,Oil Seeds,92.25,3852,4760,4500,21-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,97.85,4301,4817,4660,20-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,141.74,4200,4951,4775,19-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,137.02,4311,5100,4660,18-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,0.01,4165,5050,4755,17-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,42.2,4165,5050,4755,16-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,113.1,4101,5000,4731,15-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,103.42,4253,4900,4723,14-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,230,4053,5371,4700,13-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,250.03,3901,5200,4753,12-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,279.03,4143,5401,4725,11-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,0.01,4500,5000,4900,10-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,0.01,4500,5000,4900,09-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,285.83,4500,5151,4752,08-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,175,4141,4839,4695,06-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,85.11,4300,4912,4741,05-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,115.03,3999,5056,4720,04-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,0.01,4061,5050,4830,03-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,155,4061,5050,4770,02-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,160.07,4111,5000,4863,01-Dec-23
Madhya Pradesh,Ratlam,A lot,Yellow,Oil Seeds,189.6,4441,5251,4877,30-Nov-23
